road,lat,lon,current_speed,free_flow_speed,confidence,timestamp
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-05-31 10:19:11
Boulevard,-5.156843,119.446864,23,23,1,2025-05-31 10:24:12
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-05-31 10:24:13
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-05-31 10:24:14
Boulevard,-5.156843,119.446864,23,23,1,2025-05-31 10:29:15
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-05-31 10:29:16
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-05-31 10:29:16
Boulevard,-5.156843,119.446864,23,23,1,2025-05-31 10:34:18
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-05-31 10:34:19
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-05-31 10:34:20
Boulevard,-5.156843,119.446864,23,23,1,2025-05-31 10:39:21
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-05-31 10:39:21
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-05-31 10:39:22
Boulevard,-5.156843,119.446864,23,23,1,2025-05-31 10:44:23
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-05-31 10:44:24
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-05-31 10:44:25
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 10:49:26
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 10:49:26
Sultan Alauddin,-5.202323,119.495785,30,35,0.981507,2025-05-31 10:49:27
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 10:54:28
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 10:54:29
Sultan Alauddin,-5.202323,119.495785,28,35,0.977874,2025-05-31 10:54:30
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 10:59:31
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 10:59:32
Sultan Alauddin,-5.202323,119.495785,29,35,0.979872,2025-05-31 10:59:32
Boulevard,-5.156843,119.446864,23,23,1,2025-05-31 11:04:34
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-05-31 11:04:35
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-05-31 11:04:36
Boulevard,-5.156843,119.446864,17,24,0.939293,2025-05-31 15:20:55
Tun Abdul Razak,-5.180458,119.465541,25,36,0.987383,2025-05-31 15:20:57
Sultan Alauddin,-5.202323,119.495785,26,35,0.964162,2025-05-31 15:20:57
Boulevard,-5.156843,119.446864,17,24,0.935959,2025-05-31 15:25:59
Tun Abdul Razak,-5.180458,119.465541,25,36,0.989677,2025-05-31 15:26:00
Sultan Alauddin,-5.202323,119.495785,26,35,0.965816,2025-05-31 15:26:00
Boulevard,-5.156843,119.446864,18,23,0.923782,2025-05-31 15:31:01
Tun Abdul Razak,-5.180458,119.465541,26,36,0.986529,2025-05-31 15:31:02
Sultan Alauddin,-5.202323,119.495785,26,35,0.972377,2025-05-31 15:31:04
Boulevard,-5.156843,119.446864,17,23,0.90981,2025-05-31 15:36:05
Tun Abdul Razak,-5.180458,119.465541,26,36,0.978614,2025-05-31 15:36:05
Sultan Alauddin,-5.202323,119.495785,28,35,0.971131,2025-05-31 15:36:06
Boulevard,-5.156843,119.446864,17,23,0.898015,2025-05-31 15:41:07
Tun Abdul Razak,-5.180458,119.465541,27,36,0.970622,2025-05-31 15:41:08
Sultan Alauddin,-5.202323,119.495785,28,35,0.973228,2025-05-31 15:41:08
Boulevard,-5.156843,119.446864,17,23,0.891011,2025-05-31 15:46:09
Tun Abdul Razak,-5.180458,119.465541,27,36,0.970333,2025-05-31 15:46:10
Sultan Alauddin,-5.202323,119.495785,27,35,0.973061,2025-05-31 15:46:10
Boulevard,-5.156843,119.446864,18,24,0.890168,2025-05-31 15:51:11
Tun Abdul Razak,-5.180458,119.465541,27,35,0.969731,2025-05-31 15:51:12
Sultan Alauddin,-5.202323,119.495785,28,35,0.975309,2025-05-31 15:51:13
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 15:56:15
Tun Abdul Razak,-5.180458,119.465541,27,35,0.965329,2025-05-31 15:56:15
Sultan Alauddin,-5.202323,119.495785,28,35,0.974603,2025-05-31 15:56:16
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 16:01:17
Tun Abdul Razak,-5.180458,119.465541,25,35,0.970065,2025-05-31 16:01:18
Sultan Alauddin,-5.202323,119.495785,28,34,0.972256,2025-05-31 16:01:20
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 16:06:22
Tun Abdul Razak,-5.180458,119.465541,25,36,0.979701,2025-05-31 16:06:23
Sultan Alauddin,-5.202323,119.495785,28,35,0.97304,2025-05-31 16:06:24
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 16:11:25
Tun Abdul Razak,-5.180458,119.465541,26,36,0.987785,2025-05-31 16:11:26
Sultan Alauddin,-5.202323,119.495785,29,35,0.970336,2025-05-31 16:11:27
Boulevard,-5.156843,119.446864,18,24,0.911764,2025-05-31 16:16:27
Tun Abdul Razak,-5.180458,119.465541,25,36,0.985509,2025-05-31 16:16:28
Sultan Alauddin,-5.202323,119.495785,29,34,0.968256,2025-05-31 16:16:30
Boulevard,-5.156843,119.446864,19,24,0.901825,2025-05-31 16:21:31
Tun Abdul Razak,-5.180458,119.465541,25,36,0.985758,2025-05-31 16:21:32
Sultan Alauddin,-5.202323,119.495785,27,35,0.971069,2025-05-31 16:21:33
Boulevard,-5.156843,119.446864,18,23,0.897843,2025-05-31 16:26:34
Tun Abdul Razak,-5.180458,119.465541,24,36,0.986893,2025-05-31 16:26:36
Sultan Alauddin,-5.202323,119.495785,27,34,0.977143,2025-05-31 16:26:37
Boulevard,-5.156843,119.446864,16,23,0.940265,2025-05-31 16:31:38
Tun Abdul Razak,-5.180458,119.465541,26,36,0.984541,2025-05-31 16:31:40
Sultan Alauddin,-5.202323,119.495785,28,35,0.982211,2025-05-31 16:31:41
Boulevard,-5.156843,119.446864,16,23,0.935599,2025-05-31 16:36:42
Tun Abdul Razak,-5.180458,119.465541,25,36,0.982258,2025-05-31 16:36:43
Sultan Alauddin,-5.202323,119.495785,26,35,0.980297,2025-05-31 16:36:44
Boulevard,-5.156843,119.446864,17,23,0.929596,2025-05-31 16:41:45
Tun Abdul Razak,-5.180458,119.465541,25,36,0.978878,2025-05-31 16:41:46
Sultan Alauddin,-5.202323,119.495785,26,35,0.980653,2025-05-31 16:41:46
Boulevard,-5.156843,119.446864,16,23,0.92961,2025-05-31 16:46:47
Tun Abdul Razak,-5.180458,119.465541,25,36,0.9803,2025-05-31 16:46:48
Sultan Alauddin,-5.202323,119.495785,25,34,0.977061,2025-05-31 16:46:49
Boulevard,-5.156843,119.446864,18,24,0.930367,2025-05-31 16:51:49
Tun Abdul Razak,-5.180458,119.465541,24,36,0.976378,2025-05-31 16:51:50
Sultan Alauddin,-5.202323,119.495785,26,35,0.971367,2025-05-31 16:51:51
Boulevard,-5.156843,119.446864,19,24,0.905276,2025-05-31 16:56:52
Tun Abdul Razak,-5.180458,119.465541,25,36,0.971271,2025-05-31 16:56:52
Sultan Alauddin,-5.202323,119.495785,25,34,0.972351,2025-05-31 16:56:53
Boulevard,-5.156843,119.446864,20,25,0.894987,2025-05-31 17:01:54
Tun Abdul Razak,-5.180458,119.465541,24,35,0.967725,2025-05-31 17:01:54
Sultan Alauddin,-5.202323,119.495785,26,35,0.973217,2025-05-31 17:01:56
Boulevard,-5.156843,119.446864,20,24,0.909276,2025-05-31 17:06:57
Tun Abdul Razak,-5.180458,119.465541,25,36,0.959298,2025-05-31 17:06:58
Sultan Alauddin,-5.202323,119.495785,26,34,0.97062,2025-05-31 17:06:59
Boulevard,-5.156843,119.446864,17,23,0.897549,2025-05-31 17:12:00
Tun Abdul Razak,-5.180458,119.465541,26,36,0.975104,2025-05-31 17:12:01
Sultan Alauddin,-5.202323,119.495785,26,34,0.967802,2025-05-31 17:12:02
Boulevard,-5.156843,119.446864,19,24,0.875696,2025-05-31 17:17:03
Tun Abdul Razak,-5.180458,119.465541,25,35,0.983718,2025-05-31 17:17:04
Sultan Alauddin,-5.202323,119.495785,25,34,0.963219,2025-05-31 17:17:04
Boulevard,-5.156843,119.446864,18,23,0.859977,2025-05-31 17:22:06
Tun Abdul Razak,-5.180458,119.465541,26,35,0.987911,2025-05-31 17:22:07
Sultan Alauddin,-5.202323,119.495785,26,35,0.94561,2025-05-31 17:22:08
Boulevard,-5.156843,119.446864,18,22,0.880468,2025-05-31 17:27:09
Tun Abdul Razak,-5.180458,119.465541,25,36,0.99176,2025-05-31 17:27:10
Sultan Alauddin,-5.202323,119.495785,26,34,0.950374,2025-05-31 17:27:11
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 17:32:13
Tun Abdul Razak,-5.180458,119.465541,25,36,0.9937,2025-05-31 17:32:13
Sultan Alauddin,-5.202323,119.495785,27,34,0.932343,2025-05-31 17:32:14
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 17:37:15
Tun Abdul Razak,-5.180458,119.465541,26,36,0.993185,2025-05-31 17:37:16
Sultan Alauddin,-5.202323,119.495785,27,35,0.9362,2025-05-31 17:37:16
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 17:42:17
Tun Abdul Razak,-5.180458,119.465541,25,35,0.992119,2025-05-31 17:42:18
Sultan Alauddin,-5.202323,119.495785,27,35,0.961301,2025-05-31 17:42:19
Boulevard,-5.156843,119.446864,18,23,0.882731,2025-05-31 17:47:20
Tun Abdul Razak,-5.180458,119.465541,26,36,0.988514,2025-05-31 17:47:22
Sultan Alauddin,-5.202323,119.495785,27,35,0.963072,2025-05-31 17:47:23
Boulevard,-5.156843,119.446864,18,23,0.897658,2025-05-31 17:52:24
Tun Abdul Razak,-5.180458,119.465541,26,35,0.990215,2025-05-31 17:52:25
Sultan Alauddin,-5.202323,119.495785,26,34,0.971447,2025-05-31 17:52:26
Boulevard,-5.156843,119.446864,18,23,0.913803,2025-05-31 17:57:28
Tun Abdul Razak,-5.180458,119.465541,25,36,0.985572,2025-05-31 17:57:28
Sultan Alauddin,-5.202323,119.495785,26,35,0.972064,2025-05-31 17:57:29
Boulevard,-5.156843,119.446864,18,23,0.905173,2025-05-31 18:02:30
Tun Abdul Razak,-5.180458,119.465541,24,36,0.986316,2025-05-31 18:02:32
Sultan Alauddin,-5.202323,119.495785,26,34,0.973453,2025-05-31 18:02:33
Boulevard,-5.156843,119.446864,18,23,0.910069,2025-05-31 18:07:34
Tun Abdul Razak,-5.180458,119.465541,24,36,0.984776,2025-05-31 18:07:36
Sultan Alauddin,-5.202323,119.495785,26,34,0.963407,2025-05-31 18:07:37
Boulevard,-5.156843,119.446864,19,24,0.937224,2025-05-31 18:12:37
Tun Abdul Razak,-5.180458,119.465541,24,35,0.9848,2025-05-31 18:12:39
Sultan Alauddin,-5.202323,119.495785,26,35,0.935591,2025-05-31 18:12:39
Boulevard,-5.156843,119.446864,17,23,0.929719,2025-05-31 18:17:40
Tun Abdul Razak,-5.180458,119.465541,24,36,0.983561,2025-05-31 18:17:41
Sultan Alauddin,-5.202323,119.495785,25,34,0.934017,2025-05-31 18:17:44
Boulevard,-5.156843,119.446864,17,23,0.930931,2025-05-31 18:22:46
Tun Abdul Razak,-5.180458,119.465541,24,36,0.98555,2025-05-31 18:22:47
Sultan Alauddin,-5.202323,119.495785,26,35,0.898491,2025-05-31 18:22:48
Boulevard,-5.156843,119.446864,18,23,0.926388,2025-05-31 18:27:49
Tun Abdul Razak,-5.180458,119.465541,26,36,0.985283,2025-05-31 18:27:50
Sultan Alauddin,-5.202323,119.495785,26,34,0.865222,2025-05-31 18:27:51
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 18:32:53
Tun Abdul Razak,-5.180458,119.465541,26,35,0.984287,2025-05-31 18:32:55
Sultan Alauddin,-5.202323,119.495785,26,34,0.849041,2025-05-31 18:32:56
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 18:38:02
Tun Abdul Razak,-5.180458,119.465541,24,35,0.979155,2025-05-31 18:38:03
Sultan Alauddin,-5.202323,119.495785,26,34,0.846352,2025-05-31 18:38:05
Boulevard,-5.156843,119.446864,17,23,0.904884,2025-05-31 18:43:06
Tun Abdul Razak,-5.180458,119.465541,24,35,0.972346,2025-05-31 18:43:08
Sultan Alauddin,-5.202323,119.495785,27,34,0.839909,2025-05-31 18:43:09
Boulevard,-5.156843,119.446864,18,24,0.924644,2025-05-31 18:48:10
Tun Abdul Razak,-5.180458,119.465541,24,36,0.960848,2025-05-31 18:48:11
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-31 18:48:11
Boulevard,-5.156843,119.446864,18,23,0.932028,2025-05-31 18:53:12
Tun Abdul Razak,-5.180458,119.465541,24,35,0.965803,2025-05-31 18:53:14
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-05-31 18:53:15
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 18:58:16
Tun Abdul Razak,-5.180458,119.465541,24,36,0.98118,2025-05-31 18:58:17
Sultan Alauddin,-5.202323,119.495785,27,35,0.861322,2025-05-31 18:58:19
Boulevard,-5.156843,119.446864,18,22,0.91,2025-05-31 19:03:21
Tun Abdul Razak,-5.180458,119.465541,23,35,0.985816,2025-05-31 19:03:22
Sultan Alauddin,-5.202323,119.495785,26,35,0.928926,2025-05-31 19:03:22
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 19:08:23
Tun Abdul Razak,-5.180458,119.465541,25,35,0.987093,2025-05-31 19:08:25
Sultan Alauddin,-5.202323,119.495785,26,34,0.932998,2025-05-31 19:08:28
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 19:13:29
Tun Abdul Razak,-5.180458,119.465541,25,36,0.989097,2025-05-31 19:13:30
Sultan Alauddin,-5.202323,119.495785,26,35,0.932422,2025-05-31 19:13:30
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 19:18:32
Tun Abdul Razak,-5.180458,119.465541,25,36,0.988462,2025-05-31 19:18:33
Sultan Alauddin,-5.202323,119.495785,26,35,0.934709,2025-05-31 19:18:37
Boulevard,-5.156843,119.446864,18,23,0.88089,2025-05-31 19:23:38
Tun Abdul Razak,-5.180458,119.465541,26,35,0.987149,2025-05-31 19:23:39
Sultan Alauddin,-5.202323,119.495785,26,35,0.925091,2025-05-31 19:23:40
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 19:28:41
Tun Abdul Razak,-5.180458,119.465541,26,36,0.982035,2025-05-31 19:28:42
Sultan Alauddin,-5.202323,119.495785,26,34,0.885987,2025-05-31 19:28:42
Boulevard,-5.156843,119.446864,18,23,0.843407,2025-05-31 19:33:43
Tun Abdul Razak,-5.180458,119.465541,26,35,0.982289,2025-05-31 19:33:45
Sultan Alauddin,-5.202323,119.495785,27,35,0.890255,2025-05-31 19:33:47
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 19:38:48
Tun Abdul Razak,-5.180458,119.465541,27,35,0.982611,2025-05-31 19:38:51
Sultan Alauddin,-5.202323,119.495785,28,35,0.910344,2025-05-31 19:38:52
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 19:43:53
Tun Abdul Razak,-5.180458,119.465541,27,35,0.987315,2025-05-31 19:43:54
Sultan Alauddin,-5.202323,119.495785,28,35,0.931074,2025-05-31 19:43:58
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 19:49:01
Tun Abdul Razak,-5.180458,119.465541,26,36,0.989107,2025-05-31 19:49:01
Sultan Alauddin,-5.202323,119.495785,27,35,0.948437,2025-05-31 19:49:02
Boulevard,-5.156843,119.446864,18,24,0.883921,2025-05-31 19:54:03
Tun Abdul Razak,-5.180458,119.465541,27,36,0.989117,2025-05-31 19:54:05
Sultan Alauddin,-5.202323,119.495785,27,35,0.953796,2025-05-31 19:54:06
Boulevard,-5.156843,119.446864,17,23,0.890052,2025-05-31 19:59:09
Tun Abdul Razak,-5.180458,119.465541,28,35,0.989277,2025-05-31 19:59:10
Sultan Alauddin,-5.202323,119.495785,27,35,0.966363,2025-05-31 19:59:11
Boulevard,-5.156843,119.446864,17,23,0.888453,2025-05-31 20:04:12
Tun Abdul Razak,-5.180458,119.465541,28,36,0.986215,2025-05-31 20:04:13
Sultan Alauddin,-5.202323,119.495785,26,34,0.965215,2025-05-31 20:04:14
Boulevard,-5.156843,119.446864,16,23,0.881734,2025-05-31 20:09:15
Tun Abdul Razak,-5.180458,119.465541,27,35,0.969405,2025-05-31 20:09:17
Sultan Alauddin,-5.202323,119.495785,27,35,0.960395,2025-05-31 20:09:18
Boulevard,-5.156843,119.446864,17,23,0.888148,2025-05-31 20:14:22
Tun Abdul Razak,-5.180458,119.465541,26,36,0.959966,2025-05-31 20:14:23
Sultan Alauddin,-5.202323,119.495785,26,34,0.942433,2025-05-31 20:14:27
Boulevard,-5.156843,119.446864,18,24,0.883855,2025-05-31 20:19:30
Tun Abdul Razak,-5.180458,119.465541,26,36,0.942392,2025-05-31 20:19:32
Sultan Alauddin,-5.202323,119.495785,26,34,0.919369,2025-05-31 20:19:34
Boulevard,-5.156843,119.446864,18,24,0.916403,2025-05-31 20:24:35
Tun Abdul Razak,-5.180458,119.465541,26,36,0.926215,2025-05-31 20:24:36
Sultan Alauddin,-5.202323,119.495785,28,35,0.910727,2025-05-31 20:24:39
Boulevard,-5.156843,119.446864,18,23,0.919721,2025-05-31 20:29:41
Tun Abdul Razak,-5.180458,119.465541,26,35,0.949734,2025-05-31 20:29:43
Sultan Alauddin,-5.202323,119.495785,28,34,0.880818,2025-05-31 20:29:44
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 20:34:45
Tun Abdul Razak,-5.180458,119.465541,26,35,0.956707,2025-05-31 20:34:46
Sultan Alauddin,-5.202323,119.495785,28,34,0.856324,2025-05-31 20:34:47
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 20:39:49
Tun Abdul Razak,-5.180458,119.465541,27,35,0.965003,2025-05-31 20:39:50
Sultan Alauddin,-5.202323,119.495785,28,35,0.858518,2025-05-31 20:39:52
Boulevard,-5.156843,119.446864,18,24,0.929,2025-05-31 20:44:53
Tun Abdul Razak,-5.180458,119.465541,28,36,0.97038,2025-05-31 20:44:54
Sultan Alauddin,-5.202323,119.495785,29,35,0.911451,2025-05-31 20:44:57
Boulevard,-5.156843,119.446864,17,23,0.927155,2025-05-31 20:50:00
Tun Abdul Razak,-5.180458,119.465541,29,35,0.972517,2025-05-31 20:50:02
Sultan Alauddin,-5.202323,119.495785,29,35,0.94038,2025-05-31 20:50:03
Boulevard,-5.156843,119.446864,17,23,0.915582,2025-05-31 20:55:05
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 20:55:09
Sultan Alauddin,-5.202323,119.495785,29,35,0.947147,2025-05-31 20:55:12
Boulevard,-5.156843,119.446864,19,24,0.898227,2025-05-31 21:00:15
Tun Abdul Razak,-5.180458,119.465541,30,36,0.973645,2025-05-31 21:00:16
Sultan Alauddin,-5.202323,119.495785,30,35,0.951812,2025-05-31 21:00:16
Boulevard,-5.156843,119.446864,17,23,0.88627,2025-05-31 21:05:22
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 21:05:23
Sultan Alauddin,-5.202323,119.495785,29,35,0.957744,2025-05-31 21:05:24
Boulevard,-5.156843,119.446864,17,23,0.895325,2025-05-31 21:10:25
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 21:10:27
Sultan Alauddin,-5.202323,119.495785,28,35,0.95947,2025-05-31 21:10:30
Boulevard,-5.156843,119.446864,19,23,0.900251,2025-05-31 21:15:32
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 21:15:33
Sultan Alauddin,-5.202323,119.495785,29,34,0.95518,2025-05-31 21:15:34
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 21:20:37
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 21:20:37
Sultan Alauddin,-5.202323,119.495785,28,34,0.950416,2025-05-31 21:20:39
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 21:25:40
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 21:25:42
Sultan Alauddin,-5.202323,119.495785,28,35,0.957263,2025-05-31 21:25:44
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 21:30:45
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 21:30:48
Sultan Alauddin,-5.202323,119.495785,29,35,0.947406,2025-05-31 21:30:52
Boulevard,-5.156843,119.446864,18,23,0.93,2025-05-31 21:35:53
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 21:35:55
Sultan Alauddin,-5.202323,119.495785,28,34,0.939439,2025-05-31 21:35:57
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 21:40:59
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 21:41:01
Sultan Alauddin,-5.202323,119.495785,27,35,0.961997,2025-05-31 21:41:02
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 21:46:07
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 21:46:25
Sultan Alauddin,-5.202323,119.495785,28,35,0.959614,2025-05-31 21:46:27
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 21:51:33
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 21:51:39
Sultan Alauddin,-5.202323,119.495785,28,35,0.949096,2025-05-31 21:51:41
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 21:56:42
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 21:56:44
Sultan Alauddin,-5.202323,119.495785,28,35,0.940782,2025-05-31 21:56:45
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 22:01:46
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 22:01:50
Sultan Alauddin,-5.202323,119.495785,29,35,0.934663,2025-05-31 22:01:51
Boulevard,-5.156843,119.446864,18,23,0.844434,2025-05-31 22:06:52
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 22:06:54
Sultan Alauddin,-5.202323,119.495785,30,35,0.909294,2025-05-31 22:06:57
Boulevard,-5.156843,119.446864,18,24,0.891114,2025-05-31 22:11:59
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 22:12:01
Sultan Alauddin,-5.202323,119.495785,30,35,0.921087,2025-05-31 22:12:04
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 22:17:21
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 22:17:24
Sultan Alauddin,-5.202323,119.495785,31,35,0.948843,2025-05-31 22:17:26
Boulevard,-5.156843,119.446864,23,23,1.0,2025-05-31 22:22:28
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-05-31 22:22:30
Sultan Alauddin,-5.202323,119.495785,31,35,0.959776,2025-05-31 22:22:30
Boulevard,-5.156843,119.446864,23,23,1,2025-05-31 22:27:32
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-05-31 22:27:33
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-05-31 22:27:34
Boulevard,-5.156843,119.446864,23,23,1,2025-05-31 22:32:35
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-05-31 22:32:37
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-05-31 22:32:39
Boulevard,-5.156843,119.446864,23,23,1,2025-05-31 22:37:40
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-05-31 22:37:42
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-05-31 22:37:50
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 11:39:03
Tun Abdul Razak,-5.180458,119.465541,30,35,0.952741,2025-06-01 11:39:04
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 11:39:06
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 11:44:07
Tun Abdul Razak,-5.180458,119.465541,29,35,0.952327,2025-06-01 11:44:11
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 11:44:12
Boulevard,-5.156843,119.446864,19,24,0.859963,2025-06-01 11:49:13
Tun Abdul Razak,-5.180458,119.465541,29,36,0.950602,2025-06-01 11:49:14
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 11:49:15
Boulevard,-5.156843,119.446864,19,23,0.857474,2025-06-01 11:54:16
Tun Abdul Razak,-5.180458,119.465541,30,35,0.949367,2025-06-01 11:54:16
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 11:54:17
Boulevard,-5.156843,119.446864,19,23,0.855645,2025-06-01 11:59:18
Tun Abdul Razak,-5.180458,119.465541,30,35,0.941146,2025-06-01 11:59:18
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 11:59:19
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 12:04:20
Tun Abdul Razak,-5.180458,119.465541,30,35,0.8929,2025-06-01 12:04:21
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 12:04:21
Boulevard,-5.156843,119.446864,23,23,1,2025-06-01 12:09:22
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-01 12:09:23
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-01 12:09:24
Boulevard,-5.156843,119.446864,23,23,1,2025-06-01 12:14:25
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-01 12:14:25
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-01 12:14:26
Boulevard,-5.156843,119.446864,20,24,0.846912,2025-06-01 12:19:28
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-01 12:19:28
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 12:19:29
Boulevard,-5.156843,119.446864,20,24,0.865865,2025-06-01 12:24:30
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-01 12:24:31
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 12:24:32
Boulevard,-5.156843,119.446864,23,23,1,2025-06-01 12:29:33
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-01 12:29:34
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-01 12:29:34
Boulevard,-5.156843,119.446864,23,23,1,2025-06-01 12:34:35
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-01 12:34:36
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-01 12:34:37
Boulevard,-5.156843,119.446864,23,23,1.0,2025-06-01 12:39:37
Tun Abdul Razak,-5.180458,119.465541,31,36,0.963696,2025-06-01 12:39:39
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 12:39:40
Boulevard,-5.156843,119.446864,19,23,0.847778,2025-06-01 12:44:41
Tun Abdul Razak,-5.180458,119.465541,35,35,1.0,2025-06-01 12:44:42
Sultan Alauddin,-5.202323,119.495785,35,35,1.0,2025-06-01 12:44:43
Boulevard,-5.156843,119.446864,23,23,1,2025-06-01 12:49:44
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-01 12:49:45
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-01 12:49:46
Boulevard,-5.156843,119.446864,23,23,1,2025-06-01 12:54:47
Tun Abdul Razak,-5.180458,119.465541,35,35,1,2025-06-01 12:54:47
Sultan Alauddin,-5.202323,119.495785,35,35,1,2025-06-01 12:54:48
